Open time,Open,High,Low,Close,Volume,Quote volume,Trade count,Taker base volume,Taker quote volume,signal
2020-01-01 15:00:00+00:00,131.95,132.4,131.6,132.08,5361.06926,707383.0386044,3148,3190.72108,420971.8040964,2
2020-01-01 16:00:00+00:00,132.08,132.95,131.78,132.85,6915.20906,914643.3979257,3642,4018.7665,531730.1134528,2
2020-01-01 17:00:00+00:00,132.86,133.05,132.27,132.34,5424.00732,719397.7059422,3135,3304.17444,438274.5871184,2
2020-01-01 18:00:00+00:00,132.34,132.46,131.57,132.04,5707.7934,753243.7426036,2931,2304.1873,304050.071275,1
2020-01-01 19:00:00+00:00,132.04,132.16,131.62,131.86,2111.21443,278355.748049,1995,997.52946,131502.5056731,2
2020-01-01 20:00:00+00:00,131.86,132.25,131.7,132.18,2014.79285,266048.4114868,1988,1021.42474,134902.808801,2
2020-01-01 21:00:00+00:00,132.17,132.37,131.68,131.78,4879.42025,644006.0356961,2410,1841.37772,242979.1779018,1
2020-01-01 22:00:00+00:00,131.82,131.82,129.9,130.27,14876.06749,1943371.9377514,6386,5520.77235,720974.0709641,2
2020-01-01 23:00:00+00:00,130.28,130.87,129.74,130.77,3865.45991,503554.5998066,3232,2025.11315,263935.9400691,1
2020-01-02 00:00:00+00:00,130.72,130.78,130.27,130.67,3772.6667,492526.6895997,2565,2094.53022,273427.282808,2
2020-01-02 01:00:00+00:00,130.66,130.67,130.12,130.15,3684.51912,480344.1080308,2414,1879.43297,245012.0343121,1
2020-01-02 02:00:00+00:00,130.14,130.16,128.89,129.72,19078.42209,2469243.4330287,8599,10251.27762,1326940.5703896,2
2020-01-02 03:00:00+00:00,129.71,129.71,128.77,129.1,11950.18634,1544525.9736777,5294,6776.08848,875907.7404327,2
2020-01-02 04:00:00+00:00,129.09,129.87,128.69,129.55,8931.67759,1156160.754105,4813,4789.83655,620041.249486,1
2020-01-02 05:00:00+00:00,129.57,129.75,129.3,129.63,7276.74256,942444.7739946,3106,4239.90884,549179.5877914,1
2020-01-02 06:00:00+00:00,129.6,129.99,129.15,129.42,4823.43405,625339.1237457,2801,2544.583,329970.309395,2
2020-01-02 07:00:00+00:00,129.43,129.67,128.96,129.26,6548.36046,846671.7516145,3273,3071.14376,397092.1800124,1
2020-01-02 08:00:00+00:00,129.23,130.27,129.21,130.21,7205.6708,935884.011704,3468,3921.79016,509358.8991219,2
2020-01-02 09:00:00+00:00,130.21,130.21,129.57,129.98,5828.65169,756664.8382902,2645,2876.61423,373452.1894234,1
2020-01-02 10:00:00+00:00,129.97,130.28,129.66,129.72,8014.34789,1041588.9368834,3436,4527.61066,588471.4464254,1
2020-01-02 11:00:00+00:00,129.73,129.94,129.44,129.53,4293.24985,556530.1816693,2533,1966.19307,254872.6086883,1
2020-01-02 12:00:00+00:00,129.52,129.99,129.52,129.96,3718.46074,482541.1610859,2625,1917.82172,248879.0703605,2
2020-01-02 13:00:00+00:00,129.97,130.01,128.9,129.35,8547.00635,1106049.3765918,3870,3550.32517,459376.4637477,1
2020-01-02 14:00:00+00:00,129.34,129.86,129.21,129.37,5538.92471,716950.9269309,2715,2683.1034,347310.553918,1
2020-01-02 15:00:00+00:00,129.37,129.8,129.36,129.59,5352.62034,693452.1787418,3142,2579.96731,334276.6587611,1
2020-01-02 16:00:00+00:00,129.58,129.78,126.94,127.6,32996.89479,4224187.2569707,8857,14239.94155,1822866.1571743,2
2020-01-02 17:00:00+00:00,127.6,127.68,126.38,127.4,40429.91193,5134662.6295425,12010,19808.25178,2516323.6654768,2
2020-01-02 18:00:00+00:00,127.42,127.75,127.13,127.49,7360.65888,937497.3327222,3756,3632.86326,462793.0204735,2
2020-01-02 19:00:00+00:00,127.49,127.67,127.08,127.62,4747.08642,604723.9862433,3406,2196.73913,279854.4232361,1
2020-01-02 20:00:00+00:00,127.63,127.64,126.79,127.16,5796.42079,737871.3536629,3607,2341.70555,297819.2373879,1
2020-01-02 21:00:00+00:00,127.16,127.87,127.15,127.72,2225.95265,283916.3349284,2176,1246.55584,159015.0485488,2
2020-01-02 22:00:00+00:00,127.72,127.76,127.24,127.39,2654.51024,338111.6990463,2169,1098.4324,139914.8312254,2
2020-01-02 23:00:00+00:00,127.39,127.48,126.91,127.19,2980.68108,378964.5820112,2913,1595.84525,202909.3401322,1
2020-01-03 00:00:00+00:00,127.19,127.6,126.82,127.07,7303.34389,928919.6567945,3476,3857.2776,490617.7393669,2
2020-01-03 01:00:00+00:00,127.07,127.17,125.88,126.04,12202.68649,1542472.724908,5327,5461.60197,690738.3483933,1
2020-01-03 02:00:00+00:00,126.04,127.08,125.9,126.92,14356.43191,1817734.9451657,6704,9318.14836,1179995.8748416,2
2020-01-03 03:00:00+00:00,126.94,127.11,126.65,126.89,6279.7682,796501.8500031,3364,3059.9425,388212.2144435,1
2020-01-03 04:00:00+00:00,126.89,130.15,126.83,129.3,47219.15382,6080757.2369863,14169,23748.99867,3056919.3175921,2
2020-01-03 05:00:00+00:00,129.23,129.97,128.76,129.21,13556.58641,1750992.8999977,6194,9180.82081,1185420.860365,1
2020-01-03 06:00:00+00:00,129.24,129.35,128.76,129.17,9731.33188,1256214.2375606,4919,6707.45874,865862.3909155,2
2020-01-03 07:00:00+00:00,129.18,129.53,128.72,128.86,16992.05519,2193472.2400438,6423,10935.48785,1411477.1038504,1
2020-01-03 08:00:00+00:00,128.86,133.26,128.8,132.15,74641.9522,9766738.0874042,22231,41331.36836,5403742.134624,2
2020-01-03 09:00:00+00:00,132.2,132.87,131.71,132.35,26464.25904,3500491.1559124,9679,15486.00476,2048551.6803111,2
2020-01-03 10:00:00+00:00,132.36,132.72,131.58,132.04,10333.20316,1365411.2297559,5972,5428.49269,717347.6791746,2
2020-01-03 11:00:00+00:00,132.03,132.63,131.92,132.46,6848.31903,905884.9249292,4504,3717.85828,491900.461275,2
2020-01-03 12:00:00+00:00,132.49,132.83,131.85,132.23,13842.74842,1830669.0754008,5109,6171.26067,816516.635225,2
2020-01-03 13:00:00+00:00,132.23,133.95,132.23,133.54,14278.62513,1899454.4957399,6584,8442.95991,1123179.0583814,2
2020-01-03 14:00:00+00:00,133.51,133.85,130.93,131.68,22358.209,2951702.6661486,7845,10017.42371,1322204.3640103,2
2020-01-03 15:00:00+00:00,131.68,132.57,131.59,132.53,7514.12682,991301.7489979,4493,4800.77717,633237.0681921,2
2020-01-03 16:00:00+00:00,132.52,133.75,131.94,133.51,23716.09017,3155465.4126986,8986,13413.59309,1784774.4250825,2
2020-01-03 17:00:00+00:00,133.44,134.9,132.66,133.97,23183.54673,3100076.9252428,8258,14345.62334,1918174.352177,2
2020-01-03 18:00:00+00:00,134.0,134.22,133.24,133.5,9525.09437,1273869.2487211,4550,5098.35798,681944.0454848,2
2020-01-03 19:00:00+00:00,133.5,133.59,132.21,133.49,13761.61369,1830062.0930595,4709,7413.87254,986416.2950833,1
2020-01-03 20:00:00+00:00,133.48,134.05,133.01,133.45,8673.15909,1158122.6317621,4379,4595.94296,613788.2396759,1
2020-01-03 21:00:00+00:00,133.48,133.93,132.29,132.5,8141.62621,1083417.1720361,3883,3863.65218,514070.1418158,1
2020-01-03 22:00:00+00:00,132.45,133.37,132.16,133.04,6493.87391,861796.3803975,3930,3303.61971,438284.6758324,1
2020-01-03 23:00:00+00:00,133.04,135.14,132.9,134.35,15637.38419,2097759.1769105,6622,8198.71146,1100172.5150878,2
2020-01-04 00:00:00+00:00,134.37,134.81,133.44,133.7,11609.95948,1556522.7879159,4680,5375.32314,720779.4529777,1
2020-01-04 01:00:00+00:00,133.71,133.71,132.79,133.01,7514.41101,1000204.1782388,3395,3557.71563,473525.5769851,1
2020-01-04 02:00:00+00:00,133.01,133.48,132.8,133.47,5970.26181,794556.4472747,3515,3103.7139,413123.485463,1
2020-01-04 03:00:00+00:00,133.47,133.54,133.18,133.34,4705.93094,627588.6929305,2842,2266.90753,302343.1931561,1
2020-01-04 04:00:00+00:00,133.34,133.91,133.0,133.67,8118.69367,1083078.447345,4184,3314.64684,442304.5222877,2
2020-01-04 05:00:00+00:00,133.68,134.11,133.4,133.66,5335.12784,713589.8356901,2894,2843.11803,380240.4082343,2
2020-01-04 06:00:00+00:00,133.67,134.25,133.62,133.95,4892.57246,655599.9781999,2905,2534.07683,339491.5080739,2
2020-01-04 07:00:00+00:00,133.92,134.31,133.41,133.91,6023.01492,806630.5234803,3415,2283.13344,305896.3498877,2
2020-01-04 08:00:00+00:00,133.9,134.14,133.52,133.6,3244.59618,434154.3141282,2531,1750.34817,234242.4621108,1
2020-01-04 09:00:00+00:00,133.61,134.15,133.41,134.13,6704.48768,896659.6662713,3087,2945.13443,393970.9040695,2
2020-01-04 10:00:00+00:00,134.11,134.18,133.24,133.4,7592.59385,1016387.68761,3685,2785.13118,372977.5716051,1
2020-01-04 11:00:00+00:00,133.4,133.82,133.07,133.77,6376.83156,851186.0483203,3912,3752.49585,501028.7790923,2
2020-01-04 12:00:00+00:00,133.76,133.79,132.5,132.79,7795.94074,1038351.0284757,4484,2369.86201,315653.5322421,2
2020-01-04 13:00:00+00:00,132.81,133.25,132.59,132.9,8563.05035,1138263.2595151,5883,3821.03816,507889.5004003,1
2020-01-04 14:00:00+00:00,132.9,133.33,132.83,133.06,6020.55767,801358.9147195,4126,2284.02399,304011.6964064,1
2020-01-04 15:00:00+00:00,133.06,133.66,132.94,133.26,6858.1761,914169.8558584,3396,1570.70712,209313.6820313,2
2020-01-04 16:00:00+00:00,133.26,133.48,132.96,133.09,5885.12486,783799.4890229,3674,2462.14948,327941.5584396,2
2020-01-04 17:00:00+00:00,133.12,134.86,133.04,134.6,13659.98877,1832505.9628642,5867,7355.36986,986561.1640642,1
2020-01-04 18:00:00+00:00,134.6,135.85,132.8,133.51,29686.80575,3986508.5916566,10035,15460.47156,2074871.0001825,2
2020-01-04 19:00:00+00:00,133.5,134.27,133.07,133.72,10640.63681,1420977.7908434,4816,5285.83562,706092.9493587,1
2020-01-04 20:00:00+00:00,133.71,134.2,133.44,134.08,5274.03807,705859.8264154,3518,2976.76445,398484.769769,1
2020-01-04 21:00:00+00:00,134.09,134.54,133.68,134.12,6182.56587,829525.9215574,3545,3156.92279,423636.6894793,2
2020-01-04 22:00:00+00:00,134.11,134.37,133.8,134.1,2829.43607,379320.8269029,2540,1817.00963,243642.654345,1
2020-01-04 23:00:00+00:00,134.14,134.4,133.77,134.2,2791.36856,374335.4937165,2559,737.77592,98932.184033,2
2020-01-05 00:00:00+00:00,134.2,135.24,134.19,134.76,11892.25333,1602186.1611473,5136,6358.52743,856694.3627781,2
2020-01-05 01:00:00+00:00,134.76,135.83,134.71,135.65,17758.63532,2405861.6192286,7178,9535.3832,1291888.1166123,1
2020-01-05 02:00:00+00:00,135.64,136.0,135.15,135.46,8724.85945,1182918.7155374,4862,3496.77043,474061.4886303,1
2020-01-05 03:00:00+00:00,135.47,136.2,135.45,136.16,10456.05953,1420344.5827409,4465,5693.64388,773350.7294919,2
2020-01-05 04:00:00+00:00,136.17,137.24,135.62,135.91,21424.0596,2920502.8746506,6854,10635.71759,1450191.6040223,2
2020-01-05 05:00:00+00:00,135.91,136.45,135.64,136.19,6916.99731,940331.654796,3530,3958.49667,538050.9405416,2
2020-01-05 06:00:00+00:00,136.17,136.59,135.86,136.11,5316.16735,723776.1618957,2701,2555.73593,347865.9873962,1
2020-01-05 07:00:00+00:00,136.1,136.31,135.82,136.02,3628.84145,493817.0019287,2222,1691.93318,230242.0890125,2
2020-01-05 08:00:00+00:00,136.04,136.24,135.0,135.38,7865.26322,1066044.5484491,4059,2950.95145,400437.1840922,1
2020-01-05 09:00:00+00:00,135.42,135.62,134.94,135.32,8754.17141,1184226.5057777,4143,4534.63905,613417.4466109,2
2020-01-05 10:00:00+00:00,135.32,135.49,134.7,134.88,8272.3728,1116808.9118587,3305,3792.59917,512009.5286225,2
2020-01-05 11:00:00+00:00,134.88,135.37,134.77,135.07,8530.27964,1152074.9663881,3177,5323.61898,718939.4167943,1
2020-01-05 12:00:00+00:00,135.06,135.97,135.06,135.91,6019.08852,815871.9790469,3894,2634.82635,357220.9419992,1
2020-01-05 13:00:00+00:00,135.95,135.95,135.24,135.6,4724.5751,640757.1213284,3218,2399.76608,325423.2415359,1
2020-01-05 14:00:00+00:00,135.61,135.94,135.51,135.58,4658.82586,632484.213636,2787,1959.05522,265995.0516729,2
2020-01-05 15:00:00+00:00,135.57,137.96,135.51,137.26,26839.73945,3679001.4198035,10114,14399.65144,1973587.3080015,1
2020-01-05 16:00:00+00:00,137.24,138.16,136.64,137.16,19498.64267,2681563.5293397,7788,9736.95755,1339290.4147979,1
2020-01-05 17:00:00+00:00,137.12,138.19,136.77,137.8,9651.65614,1328974.8686246,5174,5113.35531,703910.9317997,1
2020-01-05 18:00:00+00:00,137.8,138.04,136.89,137.79,10517.28965,1445523.2700206,5351,5083.64146,698834.3491578,2
2020-01-05 19:00:00+00:00,137.8,138.0,137.36,137.97,5636.7562,776183.3137926,3116,2391.50229,329238.3488411,2
2020-01-05 20:00:00+00:00,137.97,138.06,137.45,137.85,4709.67526,648879.14662,2705,2375.34384,327272.8036047,1
2020-01-05 21:00:00+00:00,137.85,137.86,135.0,135.37,22064.65358,3002638.5995102,8486,10414.92402,1417104.9717572,1
2020-01-05 22:00:00+00:00,135.37,135.94,134.33,135.04,10623.54302,1433586.9009659,6305,5282.41962,712796.848089,2
2020-01-05 23:00:00+00:00,135.03,135.48,134.21,135.37,9636.04757,1299329.5361876,4536,4467.06043,602619.8645599,2
2020-01-06 00:00:00+00:00,135.37,135.74,134.86,135.65,5948.6197,804696.2477666,3486,2824.58294,382124.0628754,1
2020-01-06 01:00:00+00:00,135.69,137.58,135.39,137.22,13306.26406,1814255.4935044,6044,7426.22249,1012122.2701378,2
2020-01-06 02:00:00+00:00,137.21,139.53,137.17,139.15,39940.77815,5537040.7087771,12395,19628.1278,2720860.5943035,1
2020-01-06 03:00:00+00:00,139.13,139.67,138.27,139.49,22249.59753,3092269.8068774,7402,8651.74134,1202457.533423,1
2020-01-06 04:00:00+00:00,139.49,140.0,139.07,139.42,12831.63843,1789819.8119113,5057,7461.9704,1041457.407867,1
2020-01-06 05:00:00+00:00,139.4,139.6,138.54,139.16,6570.29396,913482.6407176,3819,3156.40107,438903.4880626,1
2020-01-06 06:00:00+00:00,139.16,139.29,138.83,138.9,5477.49784,761668.9648587,3082,2606.89858,362552.273902,2
2020-01-06 07:00:00+00:00,138.93,139.16,138.78,138.87,7014.90545,974756.1630781,2860,2203.14038,306201.7067828,2
2020-01-06 08:00:00+00:00,138.87,140.86,138.81,140.65,22173.50521,3103311.1339897,7259,10016.49275,1400990.6435204,1
2020-01-06 09:00:00+00:00,140.54,140.86,139.75,140.83,15646.11827,2194345.954194,6384,5896.902,826980.3533084,1
2020-01-06 10:00:00+00:00,140.84,142.56,140.58,141.97,24296.74144,3438960.9698347,9196,11650.85099,1649246.613974,2
2020-01-06 11:00:00+00:00,141.98,143.06,140.84,141.54,24949.02496,3540526.4975788,9253,10814.51712,1535379.9616404,1
2020-01-06 12:00:00+00:00,141.54,142.67,141.44,142.3,16279.87263,2311759.7747143,7264,8425.82518,1196267.4502773,1
2020-01-06 13:00:00+00:00,142.3,143.22,139.08,140.24,44834.70568,6337095.9968813,12710,21440.01696,3030392.9512453,2
2020-01-06 14:00:00+00:00,140.23,141.53,139.65,141.11,25738.22786,3623367.2945047,10670,11923.91077,1677813.1597503,1
2020-01-06 15:00:00+00:00,141.11,141.44,140.1,140.2,15072.65783,2123723.9320112,4854,9233.53591,1301195.8284444,2
2020-01-06 16:00:00+00:00,140.19,141.42,140.0,140.68,13978.12653,1967136.3180485,6399,5963.15023,839188.0965251,1
2020-01-06 17:00:00+00:00,140.67,141.85,140.54,141.81,10471.59008,1478807.664959,5215,5971.37582,843446.0179854,1
2020-01-06 18:00:00+00:00,141.81,141.86,140.68,141.09,6346.02409,896423.0488225,3917,2688.01126,379612.9701888,1
2020-01-06 19:00:00+00:00,141.06,141.6,140.86,141.35,4744.31111,669746.9175203,3034,2188.06181,308991.2621371,2
2020-01-06 20:00:00+00:00,141.35,142.45,141.26,142.17,7905.69914,1121226.015783,4707,4467.24561,633563.9489566,2
2020-01-06 21:00:00+00:00,142.17,142.56,141.51,141.67,9432.1885,1340773.8436822,5369,4636.88665,659371.6355538,1
2020-01-06 22:00:00+00:00,141.69,143.65,141.51,143.05,24253.04579,3462372.3019354,8587,13864.0207,1979615.4408878,1
2020-01-06 23:00:00+00:00,143.05,144.41,142.52,144.15,28558.83951,4102976.9853062,10903,16405.00971,2357100.046808,2
2020-01-07 00:00:00+00:00,144.14,145.31,143.16,143.77,47783.52094,6902937.2189461,15537,26176.98239,3782662.5996072,2
2020-01-07 01:00:00+00:00,143.76,144.16,143.36,143.83,14921.4287,2145294.930665,6808,8883.93546,1277109.3700303,1
2020-01-07 02:00:00+00:00,143.85,144.88,143.82,143.98,14591.56948,2106363.2823725,6000,8116.7906,1171756.777063,2
2020-01-07 03:00:00+00:00,143.97,144.41,143.48,143.5,7255.17955,1043847.3758182,4099,3408.03654,490326.7630358,2
2020-01-07 04:00:00+00:00,143.5,143.62,142.15,142.49,15652.73032,2234954.7280801,6991,7246.58656,1035144.4113875,1
2020-01-07 05:00:00+00:00,142.48,143.12,142.18,142.97,9474.7473,1352083.6781073,4761,4032.81644,575480.6768223,2
2020-01-07 06:00:00+00:00,142.99,143.13,142.53,142.85,6027.03116,860938.572292,4393,2965.70241,423698.3210886,1
2020-01-07 07:00:00+00:00,142.83,143.1,142.38,142.87,11829.13837,1688055.0288124,6001,5375.58624,767165.5678093,1
2020-01-07 08:00:00+00:00,142.87,143.38,142.81,143.16,12507.15166,1789462.0211027,5864,5648.67054,808270.6498762,1
2020-01-07 09:00:00+00:00,143.17,143.47,142.5,142.55,10159.06999,1452916.921846,4891,4700.69543,672531.0428437,2
2020-01-07 10:00:00+00:00,142.57,142.93,142.45,142.88,6861.21609,979029.2203949,4427,2604.56567,371743.0996556,2
2020-01-07 11:00:00+00:00,142.9,143.78,142.6,142.62,16297.3909,2334727.7473884,7860,8919.59566,1278064.7040558,2
2020-01-07 12:00:00+00:00,142.62,142.66,140.72,141.13,32223.76934,4567232.3588023,11592,15175.79739,2151950.3976994,1
2020-01-07 13:00:00+00:00,141.12,141.27,140.11,140.93,18342.12088,2578620.8756024,8732,9576.90093,1346431.0010094,2
2020-01-07 14:00:00+00:00,140.93,141.34,140.51,140.8,9773.35414,1377938.875742,5221,4916.80605,693208.1002834,2
2020-01-07 15:00:00+00:00,140.77,140.82,139.0,139.48,25384.66659,3548254.7936938,11060,9544.04044,1334789.9546222,2
2020-01-07 16:00:00+00:00,139.48,141.9,138.76,141.38,35147.7938,4941654.5365347,12308,16500.90377,2320454.2830317,2
2020-01-07 17:00:00+00:00,141.35,142.93,141.08,142.72,21092.57919,2999878.9363368,9421,12778.03453,1818008.6600398,1
2020-01-07 18:00:00+00:00,142.7,143.5,142.39,142.43,28405.61455,4059876.7753045,12187,16400.12167,2344153.3585401,1
2020-01-07 19:00:00+00:00,142.44,144.3,142.39,143.19,35815.9373,5131273.9163278,11836,17334.50484,2484151.5344826,1
2020-01-07 20:00:00+00:00,143.19,144.77,142.97,144.76,20430.28442,2937892.6334479,8603,10489.31859,1508869.9586727,1
2020-01-07 21:00:00+00:00,144.73,145.0,141.99,142.46,20839.91095,2990499.2747117,8466,9547.24361,1371105.9082578,1
2020-01-07 22:00:00+00:00,142.46,143.01,141.31,142.19,15259.41746,2166112.972787,5860,7190.39144,1020736.9415246,1
2020-01-07 23:00:00+00:00,142.19,143.9,142.19,142.8,11686.54973,1671819.7296429,5526,6529.86444,933626.0107036,1
2020-01-08 00:00:00+00:00,142.8,147.77,142.71,147.55,58326.91123,8432118.8523293,19320,29161.23275,4218246.2854808,2
2020-01-08 01:00:00+00:00,147.47,147.77,145.31,145.61,48623.69194,7117999.116356,18731,23087.86255,3380446.6962941,1
2020-01-08 02:00:00+00:00,145.65,146.42,144.13,144.54,28638.99587,4165296.0885975,11923,11800.18453,1717687.7090841,1
2020-01-08 03:00:00+00:00,144.53,145.12,143.68,144.48,23570.19788,3404740.0788308,9068,10323.04053,1491637.3685665,2
2020-01-08 04:00:00+00:00,144.54,145.22,144.54,145.03,15804.67588,2292051.8959827,10193,10309.84038,1495273.1065139,2
2020-01-08 05:00:00+00:00,145.01,145.25,144.55,144.8,10608.28447,1537040.5053465,5903,5470.96374,792902.7048746,2
2020-01-08 06:00:00+00:00,144.8,145.21,144.6,145.11,13022.09262,1887646.1828649,6585,6956.49665,1008492.9849845,1
2020-01-08 07:00:00+00:00,145.12,145.18,142.68,143.56,24417.21834,3513073.6050555,10790,10926.55088,1572175.953597,2
2020-01-08 08:00:00+00:00,143.53,144.05,142.97,143.87,14045.60087,2015983.6813877,7241,7383.1841,1059914.8429773,1
2020-01-08 09:00:00+00:00,143.87,144.03,143.0,143.31,10140.50381,1454048.6177439,6101,4647.75509,666483.9847776,1
2020-01-08 10:00:00+00:00,143.31,144.5,143.04,143.89,9271.76146,1333924.3947802,5583,5196.16349,747510.802646,1
2020-01-08 11:00:00+00:00,143.9,144.43,143.43,143.5,7838.99329,1128686.190111,4921,3892.04438,560331.2050435,2
2020-01-08 12:00:00+00:00,143.52,143.69,142.11,142.36,16368.85049,2339965.8047517,8210,7832.81058,1120192.2618416,1
2020-01-08 13:00:00+00:00,142.4,143.48,140.51,143.06,40422.56992,5749099.9995822,13683,20187.19443,2872285.3905015,1
2020-01-08 14:00:00+00:00,143.05,143.07,140.87,142.05,25671.61713,3642328.8252355,9375,13448.30225,1908093.1047249,2
2020-01-08 15:00:00+00:00,142.06,142.35,140.39,141.42,25690.24678,3629229.6179538,10091,12971.41909,1832691.3118824,2
2020-01-08 16:00:00+00:00,141.42,141.91,138.0,138.81,69385.91348,9685589.96393,18823,32963.53606,4602072.1970915,1
2020-01-08 17:00:00+00:00,138.85,139.41,137.71,138.78,32496.93266,4501219.5068014,10547,15784.12731,2187448.4270558,2
2020-01-08 18:00:00+00:00,138.78,140.0,138.54,139.36,14386.36768,2003104.4584108,6992,7794.81161,1085324.1355828,1
2020-01-08 19:00:00+00:00,139.39,139.71,137.84,137.84,19112.05962,2648835.1253122,7911,10051.62591,1393237.4721821,2
2020-01-08 20:00:00+00:00,137.89,139.56,137.03,139.14,31660.10154,4373897.5580052,12345,14638.16647,2022365.8577788,1
2020-01-08 21:00:00+00:00,139.14,139.74,138.56,139.18,11158.10655,1553662.9488123,5565,5239.46032,729483.7368726,1
2020-01-08 22:00:00+00:00,139.19,140.59,138.6,140.48,8530.37446,1187938.4900702,4434,5314.22523,740016.2775616,2
2020-01-08 23:00:00+00:00,140.45,141.5,140.02,140.72,11273.50967,1587518.2237063,5577,6770.21162,953672.7520798,2
2020-01-09 00:00:00+00:00,140.76,140.79,139.5,139.89,16280.92833,2278385.27768,6851,8451.04972,1182497.0141673,2
2020-01-09 01:00:00+00:00,139.91,141.5,139.68,140.97,12232.6795,1721386.8419842,5709,6942.98686,976988.9376449,2
2020-01-09 02:00:00+00:00,140.96,141.1,140.28,140.4,7718.66884,1085783.108125,3582,4623.58114,650437.7113845,2
2020-01-09 03:00:00+00:00,140.4,140.41,139.43,139.94,11812.87134,1652590.7131889,5159,5636.51019,788521.5201195,2
2020-01-09 04:00:00+00:00,139.96,140.39,139.57,139.98,8503.78508,1190398.0536696,4390,5568.40571,779534.3621689,2
2020-01-09 05:00:00+00:00,139.95,139.97,138.69,139.16,12333.27252,1717395.9219033,6755,6721.22511,936014.4212937,2
2020-01-09 06:00:00+00:00,139.17,139.77,138.72,139.41,12148.23288,1693036.7947159,5960,6908.21597,962874.4504617,1
2020-01-09 07:00:00+00:00,139.4,140.23,139.23,139.93,13077.66682,1829844.0678131,6169,7874.01608,1101751.5248481,2
2020-01-09 08:00:00+00:00,139.91,140.06,139.03,139.35,8794.50181,1228213.9564021,5125,4753.05579,664011.3093266,2
2020-01-09 09:00:00+00:00,139.34,139.35,137.99,138.28,22684.45365,3141095.1574085,8499,9266.07433,1283348.6636443,2
2020-01-09 10:00:00+00:00,138.27,139.15,137.68,138.89,14200.3102,1969701.3084419,5921,6543.28304,907390.0653381,2
2020-01-09 11:00:00+00:00,138.87,138.88,137.75,138.24,10152.71299,1403748.2509289,5592,5486.57963,758617.7052764,2
2020-01-09 12:00:00+00:00,138.24,138.62,137.93,138.46,8019.8767,1109308.5387104,4650,4402.12423,608888.9374988,2
2020-01-09 13:00:00+00:00,138.46,138.93,138.2,138.24,11684.54092,1619390.6154222,5082,6297.78976,872732.9081321,1
2020-01-09 14:00:00+00:00,138.26,138.66,137.75,137.81,10756.65226,1487709.8479519,5231,4806.01955,664902.6544137,2
2020-01-09 15:00:00+00:00,137.81,138.66,137.79,138.2,7752.26675,1071738.3950761,4855,4438.43309,613597.3287173,1
2020-01-09 16:00:00+00:00,138.19,138.49,135.3,135.92,35923.30995,4902681.5697691,12362,15025.34548,2049619.4196964,2
2020-01-09 17:00:00+00:00,135.91,136.42,135.6,136.04,19806.3287,2693828.1492913,7526,9508.1108,1293078.2988747,1
2020-01-09 18:00:00+00:00,136.04,136.32,135.66,135.93,9925.73244,1349746.2358452,4333,5174.87223,703678.1194852,1
2020-01-09 19:00:00+00:00,135.92,138.06,135.86,137.54,20574.38421,2820062.4421248,7003,10099.22134,1384725.6056317,2
2020-01-09 20:00:00+00:00,137.52,139.33,137.31,137.75,46642.30602,6457869.1737378,13828,21679.9188,3002533.6311861,1
2020-01-09 21:00:00+00:00,137.73,137.89,136.63,136.99,17218.50048,2364051.007968,6475,8636.62358,1185618.7752615,1
